"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","联系方式备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间","商品id","分阶段订单信息","备注标签","商家备注","主订单买家留言","发货时间","物流单号","物流公司","是否赔付","赔付金额","赔付出账时间"
="2018123940428042579",="2018123940428042579","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001男款Z","颜色分类：男袜[适合39-45鞋码];尺码：无规格","null","null","交易成功","HZQS001男款Z",="2023111422001107021419467518","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:45:49","2023-11-14 12:45:52",="748197775574","null","null","","null","2023-11-15 13:29:32","No:773255411447427","申通快递","否","null","null"
="2018123148662982484",="2018123148662982484","【老板娘美林】慕江南-丝巾-羊出没、新芽、工业时代、","9999.00","1","MJN742蓝色","颜色分类：蓝色[100羊毛]","null","null","交易成功","MJN742蓝色",="2023111422001123881402041845","99.00","99.00","没有申请退款","无退款申请","2023-11-14 12:45:43","2023-11-14 12:45:53",="748701165678","null","null","","null","2023-11-15 13:44:30","No:773255412653820","申通快递","否","null","null"
="2018776549362672499",="2018776549361672499","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易成功","HZQS001女款Z",="2023111422001102371449588410","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:45:35","2023-11-14 12:45:45",="748197775574","null","null","","null","2023-11-15 17:01:02","No:773255435386728","申通快递","否","null","null"
="2018776549363672499",="2018776549361672499","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001男款Z","颜色分类：男袜[适合39-45鞋码];尺码：无规格","null","null","交易成功","HZQS001男款Z",="2023111422001102371449588410","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:45:35","2023-11-14 12:45:45",="748197775574","null","null","","null","2023-11-15 17:01:02","No:773255435386728","申通快递","否","null","null"
="3630249903081240710",="3630249903081240710","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易成功","HZQS001女款Z",="2023111422001113981404591455","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:45:34","2023-11-14 12:45:41",="748197775574","null","null","","null","2023-11-15 13:01:09","No:773255412499152","申通快递","否","null","null"
="3629585556646150017",="3629585556646150017","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001男款Z","颜色分类：男袜[适合39-45鞋码];尺码：无规格","null","null","交易成功","HZQS001男款Z",="2023111422001114881403084026","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:45:20","2023-11-14 12:46:01",="748197775574","null","null","","null","2023-11-15 13:29:25","No:773255411447439","申通快递","否","null","null"
="3629591820215533548",="3629591820215533548","【老板娘美林】慕江南-加绒云朵裤","9999.00","1","K008黑色E+K008咖色E","颜色分类：黑色*咖色;尺寸：XL[115-130斤]","null","null","交易关闭","K008黑色E+K008咖色E",="2023111422001145811411552467","179.00","179.00","退款成功","179.00","2023-11-14 12:45:06","2023-11-14 12:45:13",="747924024263","null","null","","null","null","null","null","否","null","null"
="2018499459652004082",="2018499459651004082","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001男款Z","颜色分类：男袜[适合39-45鞋码];尺码：无规格","null","null","交易成功","HZQS001男款Z",="2023111422001164321431697085","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:45:04","2023-11-14 12:45:11",="748197775574","null","null","","null","2023-11-17 16:50:15","No:773255851612286","申通快递","否","null","null"
="2018499459653004082",="2018499459651004082","【老板娘美林】长97  慕江南-卫裤-美式优雅","9999.00","1","HFDK022岩灰L","颜色分类：岩灰[主播推荐];尺寸：L[115-135斤腰75.5]","null","null","交易关闭","HFDK022岩灰L",="2023111422001164321431697085","239.00","239.00","退款成功","239.00","2023-11-14 12:45:04","2023-11-14 12:45:11",="748097154659","null","null","","null","null","null","null","否","null","null"
="2018499459654004082",="2018499459651004082","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易关闭","HZQS001女款Z",="2023111422001164321431697085","69.00","69.00","退款成功","69.00","2023-11-14 12:45:04","2023-11-14 12:45:11",="748197775574","null","null","","null","null","null","null","否","null","null"
="2018776117428498783",="2018776117428498783","【老板娘美林】女长56男长68.5 慕江南-T恤-呵肤T恤（男款+女款）","9999.00","1","HFXT002白色L","主要颜色：白色;尺码：女款L：115-130斤[胸104试穿码]","null","null","交易成功","HFXT002白色L",="2023111422001185511441001109","99.00","99.00","没有申请退款","无退款申请","2023-11-14 12:45:03","2023-11-14 12:45:12",="748702691183","null","null","","null","2023-11-15 14:44:03","No:773255411447415","申通快递","否","null","null"
="3630089846597489150",="3630089846597489150","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001171431447093804","68.00","68.00","没有申请退款","无退款申请","2023-11-14 12:44:46","2023-11-14 12:45:02",="747909092389","null","null","","null","2023-11-16 08:56:01","No:773255435702230","申通快递","否","null","null"
="3630092330503549439",="3630092330503549439","【老板娘美林】长97  慕江南-卫裤-美式优雅","9999.00","1","HFDK022岩灰E","颜色分类：岩灰[主播推荐];尺寸：XL[135-155斤腰79.5]","null","null","交易关闭","HFDK022岩灰E",="2023111422001138061427568699","239.00","239.00","退款成功","239.00","2023-11-14 12:44:35","2023-11-14 12:44:40",="748097154659","null","null","","null","null","null","null","否","null","null"
="3630246483206597059",="3630246483206597059","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易成功","HZQS001女款Z",="2023111422001122611411329225","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:44:29","2023-11-14 12:44:31",="748197775574","null","null","","null","2023-11-15 13:29:07","No:773255411447385","申通快递","否","null","null"
="3629583576643928661",="3629583576642928661","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001男款Z","颜色分类：男袜[适合39-45鞋码];尺码：无规格","null","null","交易成功","HZQS001男款Z",="2023111422001119361423638045","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:44:27","2023-11-14 12:44:34",="748197775574","null","null","","null","2023-11-15 13:29:35","No:773255411447397","申通快递","否","null","null"
="3629583576644928661",="3629583576642928661","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易关闭","HZQS001女款Z",="2023111422001119361423638045","69.00","69.00","退款成功","69.00","2023-11-14 12:44:27","2023-11-14 12:44:34",="748197775574","null","null","","null","2023-11-15 13:29:35","No:773255411447397","申通快递","否","null","null"
="2018122104746335568",="2018122104746335568","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易关闭","HZQS001女款Z",="2023111422001136461421154779","69.00","69.00","退款成功","69.00","2023-11-14 12:44:27","2023-11-14 12:44:30",="748197775574","null","null","","null","null","null","null","否","null","null"
="2018498127780075597",="2018498127780075597","【老板娘美林】慕江南-加绒云朵裤","9999.00","1","YFDK008灰色R","颜色分类：灰色;尺寸：2XL[130-150斤]","null","null","交易成功","YFDK008灰色R",="2023111422001111341435754949","99.00","99.00","没有申请退款","无退款申请","2023-11-14 12:44:18","2023-11-14 12:44:35",="747924024263","null","null","","null","2023-11-15 14:49:29","No:773255411447403","申通快递","否","null","null"
="2018499423300299888",="2018499423300299888","【老板娘美林】慕江南-丝巾-暮色盎然","9999.00","1","WSQF3003绿咖S","颜色分类：绿咖","null","null","交易成功","WSQF3003绿咖S",="2023111422001158251401480419","299.00","299.00","没有申请退款","无退款申请","2023-11-14 12:44:11","2023-11-14 12:44:17",="748123582947","null","null","","null","2023-11-16 08:46:26","No:773255464973842","申通快递","否","null","null"
="2018755130597633880",="2018755130597633880","【老板娘美林&羊绒级的细度】长61  慕江南-针织衫-镇店级别","9999.00","1","S017灰M+T001原","颜色分类：灰色;尺码：M[105-130斤胸66]","null","null","交易关闭","S017灰M+T001原",="2023111422001151181438663735","299.00","299.00","退款成功","299.00","2023-11-14 12:44:00","2023-11-15 09:06:17",="748080690186","null","null","(收) HFDS017灰色M*1#","null","2023-11-15 13:16:44","No:773255412115299","申通快递","否","null","null"
="2018121492854984577",="2018121492854984577","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易关闭","HZQS001女款Z",="2023111422001191351411535067","69.00","69.00","退款成功","69.00","2023-11-14 12:43:49","2023-11-14 12:44:00",="748197775574","null","null","","null","null","null","null","否","null","null"
="2018499459200735068",="2018499459199735068","【老板娘美林】慕江南-丝巾-羊出没、新芽、工业时代、","9999.00","1","MJN455黑色","颜色分类：黑色[100桑蚕丝]","null","null","交易成功","MJN455黑色",="2023111422001122351411971212","99.00","99.00","没有申请退款","无退款申请","2023-11-14 12:43:47","2023-11-14 12:43:55",="748701165678","null","null","","null","2023-11-16 08:49:03","No:773255464736546","申通快递","否","null","null"
="2018499459201735068",="2018499459199735068","【老板娘美林】慕江南-围巾-纺织水滴","9999.00","1","HSQF2005深蓝X","颜色分类：深蓝[【65*65cm】预10-15天]","null","null","交易成功","HSQF2005深蓝X",="2023111422001122351411971212","168.00","168.00","没有申请退款","无退款申请","2023-11-14 12:43:47","2023-11-14 12:43:55",="748114998729","null","null","","null","2023-11-16 08:49:03","No:773255464736546","申通快递","否","null","null"
="2018756246099084585",="2018756246099084585","【老板娘美林&可做大衣伴侣】长83.5  慕江南-羽绒服-冬日暖阳","9999.00","1","HFDY001米色L","颜色：白色;尺码：L/XL[120-150斤胸130.5]","null","null","交易关闭","HFDY001米色L",="2023111422001128981405064331","988.00","988.00","退款成功","988.00","2023-11-14 12:43:37","2023-11-14 12:43:46",="747856340867","null","null","","null","null","null","null","否","null","null"
="3629972053847596859",="3629972053847596859","【老板娘美林】慕江南-丝巾-羊出没、新芽、工业时代、","9999.00","1","MJN742蓝色","颜色分类：蓝色[100羊毛]","null","null","交易关闭","MJN742蓝色",="2023111422001194991423057884","99.00","99.00","退款成功","116.00","2023-11-14 12:43:36","2023-11-14 12:43:46",="748701165678","null","null","","null","null","null","null","否","null","null"
="2018754194833867468",="2018754194833867468","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易成功","HZQS001女款Z",="2023111422001162381420640171","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:43:03","2023-11-14 12:43:06",="748197775574","null","null","","null","2023-11-15 13:05:06","No:773255411447361","申通快递","否","null","null"
="2018498775175311393",="2018498775175311393","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001155921457699445","68.00","68.00","退款成功","68.00","2023-11-14 12:42:51","2023-11-14 12:42:56",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018773345823042579",="2018773345823042579","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001107021418603750","68.00","68.00","退款成功","68.00","2023-11-14 12:42:44","2023-11-14 12:42:47",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018754662374575289",="2018754662374575289","【老板娘美林】慕江南-袜子-羊绒袜","9999.00","1","HZQS001女款Z","颜色分类：女袜[适合35-40鞋码];尺码：无规格","null","null","交易成功","HZQS001女款Z",="2023111422001143171446129878","69.00","69.00","没有申请退款","无退款申请","2023-11-14 12:42:34","2023-11-14 12:42:40",="748197775574","null","null","","null","2023-11-17 09:42:03","No:773255745759258","申通快递","否","null","null"
