"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","联系方式备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间","商品id","分阶段订单信息","备注标签","商家备注","主订单买家留言","发货时间","物流单号","物流公司","是否赔付","赔付金额","赔付出账时间"
="2017944012565709798",="2017944012565709798","【美林&比香云纱还厚&断码不可加】长74.5 慕江南-针织领长袖衫","9999.00","1","FZ214香槟L","颜色分类：香槟;尺码：L[125-160斤胸129]","null","null","交易成功","FZ214香槟L",="2023111422001167761456406633","599.00","599.00","没有申请退款","无退款申请","2023-11-14 08:53:40","2023-11-14 08:53:45",="739573839884","null","null","","null","2023-11-15 13:58:41","No:773255411757015","申通快递","否","null","null"
="3629860743456132736",="3629860743455132736","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033红色","颜色分类：红色","null","null","交易成功","MJN033红色",="2023111422001118471435624314","159.00","159.00","没有申请退款","无退款申请","2023-11-14 08:53:34","2023-11-14 08:53:44",="748104822324","null","null","","null","2023-11-15 14:14:59","No:773255412653144","申通快递","否","null","null"
="3629860743457132736",="3629860743455132736","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033黑色","颜色分类：黑色","null","null","交易成功","MJN033黑色",="2023111422001118471435624314","159.00","159.00","没有申请退款","无退款申请","2023-11-14 08:53:34","2023-11-14 08:53:44",="748104822324","null","null","","null","2023-11-15 14:14:59","No:773255412653144","申通快递","否","null","null"
="2017943940421704085",="2017943940421704085","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001175641441601881","68.00","68.00","退款成功","68.00","2023-11-14 08:53:12","2023-11-14 10:51:30",="747909092389","null","null","(收) XZ008银色*1 HSQC5001黑咖O*1 HSDC5002蓝色P*1#","null","2023-11-16 08:39:51","No:773255434722326","申通快递","否","null","null"
="2018596729296448478",="2018596729296448478","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001119231415882085","68.00","68.00","退款成功","68.00","2023-11-14 08:53:10","2023-11-14 08:53:16",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629205612581786834",="3629205612581786834","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001130161431472440","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:53:05","2023-11-14 08:53:10",="747909092389","null","null","","null","2023-11-15 16:05:40","No:773255435702540","申通快递","否","null","null"
="3629859411465397839",="3629859411465397839","【老板娘美林】慕江南-围巾-纺织水滴","9999.00","1","HSQF2005深蓝X","颜色分类：深蓝[【65*65cm】预10-15天]","null","null","交易成功","HSQF2005深蓝X",="2023111422001156061417425707","168.00","168.00","没有申请退款","无退款申请","2023-11-14 08:52:55","2023-11-14 08:53:05",="748114998729","null","null","","null","2023-11-16 08:48:31","No:773255464973891","申通快递","否","null","null"
="3629848287985396224",="3629848287985396224","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001183531447042128","88.00","88.00","没有申请退款","无退款申请","2023-11-14 08:52:54","2023-11-14 08:53:02",="748692509485","null","null","","null","2023-11-19 11:00:17","No:773255850159881","申通快递","否","null","null"
="3629865495071019564",="3629865495071019564","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001182641401666363","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:52:39","2023-11-14 08:52:55",="747909092389","null","null","","null","2023-11-15 16:33:49","No:773255435702538","申通快递","否","null","null"
="3629590417940409611",="3629590417940409611","【老板娘美林】慕江南-围巾-纺织水滴","9999.00","1","HSQF2005深蓝X","颜色分类：深蓝[【65*65cm】预10-15天]","null","null","交易关闭","HSQF2005深蓝X",="2023111422001114561448188568","168.00","168.00","退款成功","168.00","2023-11-14 08:52:29","2023-11-14 08:52:35",="748114998729","null","null","","null","null","null","null","否","null","null"
="3629594017788653358",="3629594017788653358","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001128891415461501","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:52:24","2023-11-14 08:52:29",="747909092389","null","null","","null","2023-11-15 16:32:39","No:773255435702526","申通快递","否","null","null"
="2018318847962511582",="2018318847962511582","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033红色","颜色分类：红色","null","null","交易关闭","MJN033红色",="2023111422001121981408320378","159.00","159.00","退款成功","159.00","2023-11-14 08:52:19","2023-11-14 08:52:24",="748104822324","null","null","","null","null","null","null","否","null","null"
="3629594449769321000",="3629594449769321000","【老板娘美林】慕江南-围巾-纺织水滴","9999.00","1","HSQF2005深蓝X","颜色分类：深蓝[【65*65cm】预10-15天]","null","null","交易成功","HSQF2005深蓝X",="2023111422001110351416403104","168.00","168.00","没有申请退款","无退款申请","2023-11-14 08:51:44","2023-11-14 08:51:50",="748114998729","null","null","","null","2023-11-16 08:44:27","No:773255464973880","申通快递","否","null","null"
="2018595433530041580",="2018595433530041580","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001195751432361202","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:51:39","2023-11-14 08:51:47",="747909092389","null","null","","null","2023-11-15 16:32:01","No:773255435702514","申通快递","否","null","null"
="3629849691738074225",="3629849691738074225","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001158321431321159","88.00","88.00","没有申请退款","无退款申请","2023-11-14 08:51:27","2023-11-14 08:51:41",="748692509485","null","null","","null","2023-11-15 17:22:23","No:773255435702502","申通快递","否","null","null"
="3629713286418180437",="3629713286418180437","【老板娘美林】慕江南-围巾-纺织水滴","9999.00","1","HSQF2005深蓝X","颜色分类：深蓝[【65*65cm】预10-15天]","null","null","交易关闭","HSQF2005深蓝X",="2023111422001181961408034238","168.00","166.74","退款成功","168.00","2023-11-14 08:51:03","2023-11-14 08:51:11",="748114998729","null","null","","null","null","null","null","否","null","null"
="3629862723144743803",="3629862723144743803","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001142091439950139","68.00","68.00","退款成功","68.00","2023-11-14 08:50:49","2023-11-14 08:50:56",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629602729174577835",="3629602729174577835","【老板娘美林&富婆套装】衣长60.5裤长99 慕江南-套装-松弛滤镜","9999.00","1","S015白L+K021白L+T001原","颜色分类：白色[【套装】];尺码：L/XL[120-155斤胸107腰68]","null","null","交易关闭","S015白L+K021白L+T001原",="2023111422001107001438224552","1280.00","1280.00","退款成功","1280.00","2023-11-14 08:50:44","2023-11-14 08:50:50",="748169043635","null","null","","null","null","null","null","否","null","null"
="2018594245886729868",="2018594245886729868","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001170351408773389","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:50:36","2023-11-14 08:50:43",="747909092389","null","null","","null","2023-11-15 16:30:54","No:773255435099462","申通快递","否","null","null"
="2018317983884546183",="2018317983884546183","【老板娘美林】慕江南-围巾-纺织水滴","9999.00","1","HSQF2005深蓝X","颜色分类：深蓝[【65*65cm】预10-15天]","null","null","交易成功","HSQF2005深蓝X",="2023111422001196281455886638","168.00","168.00","没有申请退款","无退款申请","2023-11-14 08:50:35","2023-11-14 08:50:40",="748114998729","null","null","","null","2023-11-18 09:37:08","No:773255851229165","申通快递","否","null","null"
="3629715986140792832",="3629715986140792832","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001178521424300164","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:50:03","2023-11-14 08:50:10",="747909092389","null","null","","null","2023-11-15 16:30:15","No:773255435099455","申通快递","否","null","null"
="2018593885876709798",="2018593885876709798","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033红色","颜色分类：红色","null","null","交易成功","MJN033红色",="2023111422001167761452872470","159.00","159.00","没有申请退款","无退款申请","2023-11-14 08:49:59","2023-11-14 08:50:10",="748104822324","null","null","","null","2023-11-15 13:58:41","No:773255411757015","申通快递","否","null","null"
="2017940916966226396",="2017940916966226396","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001152431438575347","68.00","68.00","退款成功","68.00","2023-11-14 08:49:57","2023-11-14 08:50:05",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629603521107306518",="3629603521107306518","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001183301443275685","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:49:56","2023-11-14 08:49:57",="747909092389","null","null","","null","2023-11-15 16:32:04","No:773255435099449","申通快递","否","null","null"
="3629857575794710934",="3629857575794710934","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001174931420156866","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:49:37","2023-11-14 08:49:40",="747909092389","null","null","","null","2023-11-15 16:29:46","No:773255435099437","申通快递","否","null","null"
="3629850879707583705",="3629850879707583705","【老板娘美林】长61  慕江南-针织衫-镇店级别","9999.00","23","S017黑S+T001原","颜色分类：黑色;尺码：S[85-105斤胸62]","null","null","交易关闭","S017黑S+T001原",="2023111422001174671412981058","115.00","115.00","退款成功","115.00","2023-11-14 08:49:29","2023-11-14 08:54:21",="748080690186","null","null","","null","null","null","null","否","null","null"
="2018579162167971472",="2018579162167971472","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001145891412276345","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:49:28","2023-11-14 08:49:37",="747909092389","null","null","","null","2023-11-15 16:29:11","No:773255435099425","申通快递","否","null","null"
="3629600389252321000",="3629600389252321000","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001110351417219977","68.00","68.00","退款成功","68.00","2023-11-14 08:49:04","2023-11-14 08:49:11",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629703134673777508",="3629703134673777508","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001163281458400559","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:48:02","2023-11-14 08:48:08",="747909092389","null","null","","null","2023-11-15 16:28:36","No:773255435099413","申通快递","否","null","null"
="3629706806586651228",="3629706806586651228","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033红色","颜色分类：红色","null","null","交易成功","MJN033红色",="2023111422001110031423315055","159.00","159.00","没有申请退款","无退款申请","2023-11-14 08:48:00","2023-11-14 08:48:07",="748104822324","null","null","","null","2023-11-15 14:25:12","No:773255411757003","申通快递","否","null","null"
="2018592949969717293",="2018592949969717293","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001121121432102483","88.00","88.00","没有申请退款","无退款申请","2023-11-14 08:47:39","2023-11-15 08:12:03",="748692509485","null","null","","null","2023-11-16 14:30:50","No:773255628093556","申通快递","否","null","null"
="3629588077834935108",="3629588077834935108","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易关闭","AZDA001礼盒Z",="2023111422001139901407341612","88.00","88.00","退款成功","88.00","2023-11-14 08:47:35","2023-11-14 08:47:40",="748692509485","null","null","","null","null","null","null","否","null","null"
="2018593561432911883",="2018593561432911883","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001146291456048067","88.00","88.00","没有申请退款","无退款申请","2023-11-14 08:47:28","2023-11-14 10:11:49",="748692509485","null","null","","null","2023-11-16 15:01:03","No:773255628093647","申通快递","否","null","null"
="3629712782176935108",="3629712782176935108","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易关闭","AZDA001礼盒Z",="2023111422001139901401662939","88.00","88.00","退款成功","88.00","2023-11-14 08:47:22","2023-11-14 08:47:28",="748692509485","null","null","","null","null","null","null","否","null","null"
="2018577470309437099",="2018577470309437099","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001181461419326172","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:47:22","2023-11-14 08:47:32",="747894500653","null","null","","null","2023-11-15 14:21:23","No:773255411756990","申通快递","否","null","null"
="3629196756743906019",="3629196756743906019","【老板娘美林&富婆套装】衣长60.5裤长99 慕江南-套装-松弛滤镜","9999.00","1","S015藏L+K021藏L+T001原","颜色分类：藏青[【套装】-15天左右发];尺码：L/XL[120-155斤胸107腰68]","null","null","交易关闭","S015藏L+K021藏L+T001原",="2023111422001179781456340786","1280.00","1280.00","退款成功","1280.00","2023-11-14 08:47:21","2023-11-14 08:47:39",="748169043635","null","null","","null","null","null","null","否","null","null"
="2018318451035913899",="2018318451035913899","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001185491438571834","399.00","399.00","退款成功","399.00","2023-11-14 08:47:16","2023-11-14 08:47:25",="747894500653","null","null","","null","2023-11-15 14:21:33","No:773255411837381","申通快递","否","null","null"
="3629584153938426330",="3629584153938426330","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001116261445198602","68.00","68.00","退款成功","68.00","2023-11-14 08:47:14","2023-11-14 08:47:21",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018575886954062296",="2018575886954062296","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001192141428831744","399.00","399.00","退款成功","399.00","2023-11-14 08:47:08","2023-11-14 08:47:18",="747894500653","null","null","(收) HSQF5006蓝咖S*1#","null","2023-11-15 16:36:48","No:773255435099401","申通快递","否","null","null"
="3629201940620135155",="3629201940620135155","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001177551428960245","399.00","399.00","退款成功","399.00","2023-11-14 08:47:07","2023-11-14 08:47:46",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629202228314117865",="3629202228314117865","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033黑色","颜色分类：黑色","null","null","交易关闭","MJN033黑色",="2023111422001122621401778249","159.00","159.00","退款成功","159.00","2023-11-14 08:47:06","2023-11-14 08:47:13",="748104822324","null","null","(收) MJN033黑色*1#","null","2023-11-15 14:01:33","No:773255411837370","申通快递","否","null","null"
="3629697842931916765",="3629697842931916765","【老板娘美林】慕江南-围巾-纺织水滴","9999.00","1","HSQF2005深蓝X","颜色分类：深蓝[【65*65cm】预10-15天]","null","null","交易成功","HSQF2005深蓝X",="2023111422001110981408053728","168.00","168.00","没有申请退款","无退款申请","2023-11-14 08:46:49","2023-11-14 08:46:56",="748114998729","null","null","","null","2023-11-15 16:38:21","No:773255464973878","申通快递","否","null","null"
="2018576354797191791",="2018576354797191791","【老板娘美林&富婆套装】衣长60.5裤长99 慕江南-套装-松弛滤镜","9999.00","1","S015藏L+K021藏L+T001原","颜色分类：藏青[【套装】-15天左右发];尺码：L/XL[120-155斤胸107腰68]","null","null","交易关闭","S015藏L+K021藏L+T001原",="2023111422001151511447812774","1280.00","1280.00","退款成功","1280.00","2023-11-14 08:46:49","2023-11-14 08:46:57",="748169043635","null","null","","null","null","null","null","否","null","null"
="2018316975502982484",="2018316975502982484","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001123881405234326","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:46:37","2023-11-14 08:46:45",="747894500653","null","null","","null","2023-11-15 13:44:29","No:773255412653820","申通快递","否","null","null"
="3629593261462743803",="3629593261462743803","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033黑色","颜色分类：黑色","null","null","交易关闭","MJN033黑色",="2023111422001142091434798369","159.00","159.00","退款成功","159.00","2023-11-14 08:46:34","2023-11-14 08:46:47",="748104822324","null","null","","null","null","null","null","否","null","null"
="2017940232340003594",="2017940232340003594","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易关闭","AZDA001礼盒Z",="2023111422001180671421384917","88.00","88.00","退款成功","88.00","2023-11-14 08:45:54","2023-11-14 08:45:59",="748692509485","null","null","","null","null","null","null","否","null","null"
="3629207016020625850",="3629207016020625850","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001154151454739541","399.00","399.00","退款成功","399.00","2023-11-14 08:45:50","2023-11-14 08:46:04",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629196540552493156",="3629196540552493156","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001164741401229078","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:45:45","2023-11-14 08:45:53",="747894500653","null","null","","null","2023-11-16 16:26:43","No:773255653879477","申通快递","否","null","null"
="3629599273077952533",="3629599273077952533","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001114101448693869","399.00","399.00","退款成功","399.00","2023-11-14 08:45:43","2023-11-14 08:45:51",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629595061298116243",="3629595061298116243","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001157771459077964","399.00","399.00","退款成功","399.00","2023-11-14 08:45:41","2023-11-14 08:45:49",="747894500653","null","null","","null","null","null","null","否","null","null"
="2018577326016929998",="2018577326016929998","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001167991416234994","399.00","399.00","退款成功","399.00","2023-11-14 08:45:41","2023-11-14 08:45:49",="747894500653","null","null","","null","null","null","null","否","null","null"
="2018317515002931773",="2018317515002931773","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001197141425648260","399.00","399.00","退款成功","399.00","2023-11-14 08:45:41","2023-11-14 08:45:55",="747894500653","null","null","(收) HSQF5006蓝咖S*1#","null","2023-11-15 14:21:46","No:773255411837356","申通快递","否","null","null"
="3629697554883602466",="3629697554883602466","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001133811403950554","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:45:38","2023-11-14 08:45:46",="747894500653","null","null","","null","2023-11-15 14:22:00","No:773255411837344","申通快递","否","null","null"
="3629582965894916765",="3629582965894916765","【老板娘美林&富婆套装】衣长60.5裤长99 慕江南-套装-松弛滤镜","9999.00","1","S015藏M+K021藏M+T001原","颜色分类：藏青[【套装】-15天左右发];尺码：S/M[90-120斤胸103腰64]","null","null","交易关闭","S015藏M+K021藏M+T001原",="2023111422001110981407948275","1280.00","1280.00","退款成功","1280.00","2023-11-14 08:45:37","2023-11-14 08:45:42",="748169043635","null","null","","null","null","null","null","否","null","null"
="3629705798579324934",="3629705798579324934","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001186781457687377","399.00","399.00","退款成功","399.00","2023-11-14 08:45:36","2023-11-14 08:45:47",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629205828029250208",="3629205828029250208","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001118431432588386","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:45:03","2023-11-14 08:45:09",="747909092389","null","null","","null","2023-11-15 16:54:54","No:773255435099395","申通快递","否","null","null"
="2018315247896144573",="2018315247896144573","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001107111428509229","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:44:57","2023-11-14 08:51:01",="747909092389","null","null","","null","2023-11-15 16:31:29","No:773255435702496","申通快递","否","null","null"
="3629194560609180437",="3629194560609180437","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001181961406592958","399.00","396.01","没有申请退款","无退款申请","2023-11-14 08:44:43","2023-11-14 08:44:51",="747894500653","null","null","","null","2023-11-15 14:22:08","No:773255411837332","申通快递","否","null","null"
="3629851167332863023",="3629851167332863023","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001107151451111413","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:44:36","2023-11-14 08:44:40",="747894500653","null","null","","null","2023-11-18 09:06:59","No:773255850159900","申通快递","否","null","null"
="3629696186894415961",="3629696186894415961","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001161221431334805","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:44:26","2023-11-14 08:44:31",="747894500653","null","null","","null","2023-11-18 09:03:33","No:773255850159893","申通快递","否","null","null"
="3629710874064607322",="3629710874064607322","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001158131435001974","399.00","399.00","退款成功","399.00","2023-11-14 08:44:22","2023-11-14 08:45:47",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629704214502016058",="3629704214502016058","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001170221416536161","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:44:10","2023-11-14 08:44:15",="747909092389","null","null","","null","2023-11-15 16:53:51","No:773255435099371","申通快递","否","null","null"
="3629588437656670118",="3629588437656670118","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001151291455267469","399.00","399.00","退款成功","399.00","2023-11-14 08:44:07","2023-11-14 08:44:16",="747894500653","null","null","","null","null","null","null","否","null","null"
="2017937640757620280",="2017937640757620280","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001146111434293648","399.00","399.00","退款成功","399.00","2023-11-14 08:43:59","2023-11-14 08:44:11",="747894500653","null","null","(收) HSQF5006蓝咖S*1#","null","2023-11-15 14:22:20","No:773255411837325","申通快递","否","null","null"
="2017939656071699085",="2017939656071699085","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001120321432265296","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:43:54","2023-11-14 08:43:59",="747894500653","null","null","","null","2023-11-16 16:10:22","No:773255653803517","申通快递","否","null","null"
="3629190168890002721",="3629190168890002721","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001194251417837538","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:43:29","2023-11-14 08:43:31",="747894500653","null","null","","null","2023-11-16 08:43:59","No:773255464816218","申通快递","否","null","null"
